鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,年度
信義區,房地(土地+建物),福德街２３２巷６弄６號四樓,36.5,住,,,1130414,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,,84.05,3,2,1,有,無,14250000,169542.0,,0.0,0,,RPQNMLLKNHJGFDA37DA,84.05,0.0,0.0,無,,,113
松山區,房地(土地+建物),八德路二段３６６巷１５之１號二樓,39.0,住,,,1130420,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,,87.84,3,2,1,有,無,20880000,237705.0,,0.0,0,其他增建；,RPUNMLMJNHJGFDA77DA,87.84,0.0,0.0,無,,,113
萬華區,房地(土地+建物),西園路二段２６１巷４６弄１４號二樓,36.33,住,,,1130406,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,,69.93,2,1,1,有,無,6500000,92950.0,,0.0,0,其他增建；,RPPNMLRKNHJGFBA77EA,69.93,0.0,0.0,無,,,113
中山區,建物,八德路二段１４１號,0.0,,,,1130415,土地0建物1車位0,全,二層,透天厝,住家用,,53.72,0,0,0,無,無,3333999,62063.0,,0.0,0,建物坐落地號：長安段二小段328-2地號；政府機關標讓售；,RPPNMLPKNHJGFCA67EA,53.72,0.0,0.0,無,,,113
大安區,房地(土地+建物),溫州街５１號,23.5,住,,,1130411,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,54.15,0,2,1,有,無,23600000,435826.0,,0.0,0,其他增建；,RPSNMLKKNHJGFFA67DA,54.15,0.0,0.0,無,,,113
大安區,房地(土地+建物),浦城街１３巷２５號,119.0,住,,,1130406,土地2建物1車位0,全,四層,透天厝,住家用,,278.09,7,4,4,有,無,97000000,348808.0,,0.0,0,其他增建；,RPROMLTLMHJGFFA58DA,278.09,0.0,0.0,無,,,113
大安區,房地(土地+建物),敦化南路二段８１巷６５弄８號二樓,31.25,住,,,1130403,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,99.59,3,2,2,有,無,26500000,266091.0,,0.0,0,,RPXNMLSJMHJGFFA78DA,84.8,0.0,14.79,無,,,113
大安區,房地(土地+建物),師大路８０巷３１號三樓,55.6,住,,,1130404,土地3建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,,170.4,4,3,2,有,無,41000000,240610.0,,0.0,0,其他增建；,RPQNMLRKNHJGFFA18DA,170.4,0.0,0.0,無,,,113
文山區,房地(土地+建物),木柵路四段１５９巷１８０之１號四樓,29.6,住,,,1130305,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,,105.59,3,1,1,有,無,8375000,79316.0,,0.0,0,,RPOOMLTKLHJGFAA57DA,91.91,0.0,13.68,無,,,113
大安區,房地(土地+建物),瑞安街２６４巷１１號四樓,44.58,住,,,1130305,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,115.56,2,2,2,有,無,33880000,293181.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPQNMLSKLHJGFFA08DA,115.56,0.0,0.0,無,,,113
文山區,房地(土地+建物),育英街３１巷２０號,32.67,住,,,1130320,土地1建物1車位0,一層，騎樓,三層,公寓(5樓含以下無電梯),住家用,,88.8,3,2,1,有,無,20000000,225225.0,,0.0,0,其他增建；,RPUNMLMJMHJGFAA37DA,88.8,0.0,0.0,無,,,113
南港區,房地(土地+建物),福山街５６巷１號二樓,41.25,住,,,1130321,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,107.5,0,0,0,無,無,28667705,266676.0,,0.0,0,含土地增值稅或其他稅費667705元；具重建或重劃、都更等效益；,RPUOMLMKMHJGFDA87DA,92.05,0.0,15.45,無,,,113
萬華區,房地(土地+建物),萬大路８５巷１８弄８號,26.0,住,,,1130302,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,,47.72,2,1,1,有,無,9630000,201802.0,,0.0,0,其他增建；,RPTNMLTKLHJGFBA08DA,47.72,0.0,0.0,無,,,113
文山區,房地(土地+建物),一壽街６６巷８號三樓,56.5,住,,,1130316,土地3建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,110.57,4,2,1,有,無,13800000,124808.0,,0.0,0,陽台外推；,RPPOMLRKMHJGFAA57DA,110.57,0.0,0.0,無,1203.0,,113
文山區,房地(土地+建物),木柵路四段１５９巷１９４號四樓,26.7,住,,,1130320,土地4建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,,100.39,3,2,1,有,無,10700000,106584.0,,0.0,0,陽台外推；,RPWNMLSKMHJGFAA28DA,83.06,0.0,17.33,無,1234.0,,113
文山區,房地(土地+建物),木柵路一段３７８巷４８號四樓,36.94,住,,,1130304,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,112.39,4,2,2,有,無,14200000,126346.0,,0.0,0,,RPVNMLLLMHJGFAA57DA,93.99,0.0,18.4,無,,,113
南港區,房地(土地+建物),合順街８巷５弄１８號三樓,21.75,住,,,1130302,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,77.0,3,2,1,有,無,9800000,127273.0,,0.0,0,其他增建；,RPVOMLTKLHJGFDA58DA,77.0,0.0,0.0,無,,,113
文山區,房地(土地+建物),恆光街１４巷１６號四樓,20.75,住,,,1130312,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,57.55,2,1,1,有,無,10300000,178975.0,,0.0,0,,RPPNMLOLMHJGFAA27DA,52.55,0.0,5.0,無,1304.0,,113
大安區,房地(土地+建物),羅斯福路三段２６９巷４９號,26.8,住,,,1130308,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,,106.16,2,2,3,有,無,37620000,354371.0,,0.0,0,其他增建；,RPUNMLSLLHJGFFA58DA,92.6,13.56,0.0,無,1318.0,,113
信義區,房地(土地+建物),永吉路１８０巷３０號,90.1,住,,,1130314,土地3建物1車位0,全,二層,透天厝,住家用,,96.6,0,2,1,有,無,41000000,424431.0,,0.0,0,其他增建；,RPTNMLQLLHJGFDA08DA,96.6,0.0,0.0,無,,,113
中山區,房地(土地+建物),松江路１２３巷１２號四樓,43.88,住,,,1130331,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,124.79,2,2,1,有,無,28800000,230788.0,,0.0,0,,RPQNMLPLMHJGFCA77EA,110.45,0.0,14.34,無,,,113
文山區,房地(土地+建物),木柵路四段１５９巷１７８號五樓,27.43,住,,,1130325,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,93.64,2,2,1,有,無,11000000,117471.0,,0.0,0,陽台外推；其他增建；,RPRNMLQKMHJGFAA57DA,81.9,0.0,11.74,無,1351.0,,113
大同區,房地(土地+建物),重慶北路三段２５２巷７弄１２號,26.0,住,,,1130331,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,,57.77,2,1,1,有,無,14680000,254111.0,,0.0,0,其他增建；,RPTNMLKKMHJGFBA27DA,57.77,0.0,0.0,無,,,113
大安區,房地(土地+建物),忠孝東路四段２１６巷８弄８號三樓,30.29,住,,,1130317,土地1建物1車位0,三層，陽台,七層,華廈(10層含以下有電梯),住家用,,137.02,4,2,2,有,有,38880000,283754.0,,0.0,0,陽台外推；,RPXNMLTLLHJGFFA98DA,137.02,0.0,0.0,有,,,113
文山區,房地(土地+建物),指南路二段４５巷３７號四樓,33.25,住,,,1130323,土地1建物1車位0,四層，騎樓,四層,公寓(5樓含以下無電梯),住家用,,95.17,3,1,1,有,無,13000000,136598.0,,0.0,0,頂樓加蓋；,RPRNMLTLLHJGFAA87DA,95.17,0.0,0.0,無,,,113
中正區,房地(土地+建物),中華路二段１７５巷４８號,28.0,住,,,1130312,土地1建物1車位0,全,一層,透天厝,住家用,,26.83,2,1,1,有,無,17500000,652255.0,,0.0,0,,RPQNMLTKMHJGFAA77DA,26.83,0.0,0.0,無,,,113
南港區,房地(土地+建物),合順街８巷５弄２１號二樓,22.0,住,,,1130323,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,77.0,0,0,0,無,無,11100000,144156.0,,0.0,0,其他增建：防火巷、防火巷二樓增建。建物格局：無隔間、一衛。其他增建；,RPRNMLTLLHJGFDA18DA,77.0,0.0,0.0,無,,,113
中正區,房地(土地+建物),重慶南路二段５９號十一樓,8.63,住,,,1130322,土地3建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,,60.65,0,0,0,無,有,11100000,183017.0,,0.0,0,辦公室格局,RPUNMLQKNHJGFAA97DA,49.01,0.0,0.0,有,1575.0,,113
信義區,房地(土地+建物),忠孝東路五段７９０巷７０弄２１號二樓,25.75,住,,,1130318,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,,77.2,5,0,5,有,無,16000000,207254.0,,0.0,0,其他增建；,RPUOMLQJNHJGFDA28DA,77.2,0.0,0.0,無,,,113
大安區,房地(土地+建物),羅斯福路二段８１巷５之１１號,29.0,住,,,1130329,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,76.25,3,2,2,有,無,26000000,340984.0,,0.0,0,其他增建；,RPPOMLTKMHJGFFA28DA,76.25,0.0,0.0,無,,,113
文山區,房地(土地+建物),辛亥路四段１０１巷２３弄１３號,57.0,住,,,1130324,土地2建物1車位0,全,二層,透天厝,住家用,,66.22,4,2,3,有,無,17010000,256871.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPSNMLLKMHJGFAA17DA,66.22,0.0,0.0,無,1643.0,,113
南港區,房地(土地+建物),研究院路二段１５０巷２弄１號三樓,44.0,住,,,1130205,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,,72.64,5,3,3,有,無,12500000,172081.0,,0.0,0,頂樓加蓋；,RPQNMLNKLHJGFDA37DA,72.64,0.0,0.0,無,,,113
大同區,房地(土地+建物),大龍街４２號,46.5,住,,,1130205,土地1建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,,50.73,0,1,1,有,無,29700000,585452.0,,0.0,0,防火巷加蓋、空地加蓋。其他增建；含租約；,RPSNMLRLLHJGFBA87DA,50.73,0.0,0.0,無,,,113
文山區,房地(土地+建物),保儀路１０９巷１弄１０號四樓,32.75,住,,,1130227,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,107.84,3,2,1,有,無,13500000,125185.0,,0.0,0,頂樓加蓋；,RPQNMLLMLHJGFAA07DA,107.84,0.0,0.0,無,,,113
文山區,房地(土地+建物),興隆路三段２０９號三樓,31.67,住,,,1130221,土地6建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,108.22,5,2,2,有,無,12800000,118278.0,,0.0,0,其他增建；,RPSNMLLJLHJGFAA96DA,108.22,0.0,0.0,無,,,113
南港區,房地(土地+建物),合順街８巷７弄１３號四樓,21.75,住,,,1130207,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,69.6,4,3,2,有,無,12000000,172414.0,,0.0,0,頂樓加蓋；其他增建；,RPSOMLRLLHJGFDA18DA,69.6,0.0,0.0,無,1986.0,,113
文山區,房地(土地+建物),興隆路三段２０９號四樓,31.67,住,,,1130221,土地6建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,108.22,3,2,1,有,無,10000000,92404.0,,0.0,0,含土地增值稅或其他稅費；含仲介費；,RPSNMLMLKHJGFAA17DA,108.22,0.0,0.0,無,,,113
文山區,房地(土地+建物),興隆路三段２１１號四樓,31.67,住,,,1130221,土地6建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,108.22,4,2,1,有,無,10500000,97025.0,,0.0,0,含土地增值稅或其他稅費；含仲介費；,RPSNMLLKLHJGFAA07DA,108.22,0.0,0.0,無,,,113
文山區,房地(土地+建物),保儀路１７１號四樓,22.75,住,,,1130228,土地5建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,,86.39,3,2,1,有,無,12200000,141220.0,,0.0,0,陽台外推；其他增建；,RPWNMLPKLHJGFAA87DA,81.62,0.0,4.77,無,,,113
南港區,房地(土地+建物),合順街８巷５弄３號三樓,21.25,住,,,1130222,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,77.0,3,2,1,有,無,8500000,110390.0,,0.0,0,,RPSQMLPLLHJGFDA18DA,77.0,0.0,0.0,無,,,113
大安區,房地(土地+建物),青田街８巷８之４號,40.17,住,,,1130229,土地1建物1車位0,三層，露台,四層,公寓(5樓含以下無電梯),住家用,,135.08,4,2,2,有,無,38000000,281315.0,,0.0,0,陽台加窗其他增建；,RPQNMLLJMHJGFFA37DA,135.08,0.0,0.0,無,,,113
中正區,房地(土地+建物),詔安街２２０巷６號,24.0,住,,,1130218,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,55.06,2,2,1,有,無,13524000,245623.0,,0.0,0,陽台外推；未登記建物；,RPOOMLNKNHJGFAA17DA,55.06,0.0,0.0,無,,,113
南港區,房地(土地+建物),合順街８巷７弄１０號四樓,36.75,住,,,1130128,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,92.8,3,2,1,有,無,13780000,148491.0,,0.0,0,頂樓加蓋；其他增建；,RPSNMLRKKHJGFDA87DA,92.8,0.0,0.0,無,,,113
松山區,房地(土地+建物),八德路三段１５５巷４弄１之２號二樓,35.12,住,,,1130128,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,101.22,4,2,2,有,無,26680000,263584.0,,0.0,0,,RPXOMLRKKHJGFDA48DA,101.22,0.0,0.0,無,2169.0,,113
萬華區,房地(土地+建物),雙園街６０巷６０弄８號,54.0,住,,,1130130,土地1建物1車位0,全,二層,透天厝,住家用,,79.8,2,1,1,有,無,17000000,213033.0,,0.0,0,頂樓加蓋；,RPOOMLNKLHJGFBA07DA,79.8,0.0,0.0,無,2224.0,,113
信義區,房地(土地+建物),嘉興街２１７號,66.0,住,,,1130123,土地1建物1車位0,全,二層,透天厝,住家用,,62.78,2,1,1,有,無,30000000,477859.0,,0.0,0,平台外移.防火巷加蓋之增建物其他增建；,RPVOMLMKLHJGFDA87DA,62.78,0.0,0.0,無,,,113
文山區,房地(土地+建物),指南路二段４５巷２４弄６號二樓,39.0,住,,,1130128,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,105.58,3,2,1,有,無,15350000,145387.0,,0.0,0,陽台外推；其他增建；,RPWNMLTKKHJGFAA18DA,105.58,0.0,0.0,無,,,113
文山區,房地(土地+建物),景華街５２巷５號,41.5,住,,,1130110,土地1建物1車位0,一層，陽臺,,公寓(5樓含以下無電梯),住家用,,129.24,3,2,1,有,無,22000000,170226.0,,0.0,0,,RPSOMLMKLHJGFAA27DA,129.24,0.0,0.0,無,,,113
內湖區,房地(土地+建物),新明路４６０巷１９弄１０號四樓,24.5,住,,,1130104,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,86.03,3,2,1,有,無,12880000,149715.0,,0.0,0,陽台外推；頂樓加蓋；,RPPPMLPJLHJGFCA47DA,86.03,0.0,0.0,無,,,113
大安區,房地(土地+建物),敦化南路二段８１巷４５弄２５號二樓,31.5,住,,,1130130,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,95.43,3,2,1,有,無,26500000,277690.0,,0.0,0,其他增建；,RPTOMLLLLHJGFFA87DA,80.83,0.0,14.6,無,,,113
文山區,房地(土地+建物),景興路９６巷３２號二樓,33.25,住,,,1121212,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,105.95,3,2,2,有,無,18000000,169891.0,,0.0,0,,RPQNMLKMJHJGFAA76DA,105.95,0.0,0.0,無,,,113
信義區,房地(土地+建物),和平東路三段３９１巷７弄２４號四樓,20.25,住,,,1121205,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,59.55,2,1,1,有,無,9500000,159530.0,,0.0,0,,RPUNMLTLLHJGFDA48DA,59.55,0.0,0.0,無,,,113
文山區,房地(土地+建物),秀明路一段１１７號,55.0,住,,,1121101,土地1建物1車位0,全,二層,透天厝,住家用,,95.62,3,2,1,有,無,14000000,146413.0,,0.0,0,,RPTNMLOJJHJGFAA27EA,87.42,4.1,4.1,無,,,113
大同區,房地(土地+建物),雙連街６５巷８號,72.0,住,,,1121006,土地1建物1車位0,全,二層,透天厝,住家用,,69.34,6,3,4,有,無,45450000,655466.0,,0.0,0,未登記建物；未登記建物；,RPTOMLMLJHJGFBA37DA,69.34,0.0,0.0,無,,,113
大同區,房地(土地+建物),迪化街二段２１４巷３號,52.0,住,,,1121016,土地1建物1車位0,全,二層,透天厝,住家用,,88.74,2,1,2,有,無,33000000,371873.0,,0.0,0,,RPVNMLQJKHJGFBA77DA,88.74,0.0,0.0,無,,,113
大安區,房地(土地+建物),金山南路二段１８５巷８號四樓,37.88,住,,,1120421,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,,102.76,4,2,2,有,無,24200000,235500.0,,0.0,0,陽台外推；其他增建；,RPPPMLOLMHJGFFA97DA,102.76,0.0,0.0,無,,,113
松山區,房地(土地+建物),南京東路四段１３３巷９弄１３號四樓,38.0,住,,,1130801,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,96.52,3,1,1,有,無,20000000,207211.0,,0.0,0,,RPPNMLKLQHJGFDA67EA,96.52,0.0,0.0,無,,,113
大安區,房地(土地+建物),敦化南路二段８１巷６５弄８號二樓,31.25,住,,,1130730,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,99.59,3,2,2,有,無,26500000,266091.0,,0.0,0,,RPWPMLKMPHJGFFA68DA,84.8,0.0,14.79,無,353.0,,113
信義區,房地(土地+建物),忠孝東路五段７０３巷１弄３８號,59.5,住,,,1130713,土地1建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,,77.25,3,2,2,有,無,29660000,383948.0,,0.0,0,其他增建；,RPPNMLQJQHJGFDA08EA,77.25,0.0,0.0,無,370.0,,113
大安區,房地(土地+建物),金山南路二段１８５巷１５號三樓,35.75,住,,,1130712,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,83.17,3,2,2,有,無,27500000,330648.0,,0.0,0,陽台外推；其他增建；,RPVNMLTKPHJGFFA09DA,83.17,0.0,0.0,無,,,113
大安區,房地(土地+建物),敦化南路一段１６１巷２７號四樓,40.0,住,,,1130710,土地1建物1車位0,四層，露台,四層,公寓(5樓含以下無電梯),住家用,,106.84,3,2,1,有,無,33000000,308873.0,,0.0,0,頂樓加蓋；未登記建物；,RPQNMLTKQHJGFFA78EA,106.84,0.0,0.0,無,,,113
中正區,房地(土地+建物),中華路二段１７５巷３號三樓,15.07,住,,,1130731,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,,54.35,2,2,1,有,無,13316400,245012.0,,0.0,0,陽台外推；,RPSNMLLLQHJGFAA67DA,45.47,0.0,8.88,無,555.0,,113
信義區,房地(土地+建物),信義路六段１０７號四樓,24.0,住,,,1130711,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,65.1,3,1,1,有,無,15850000,243472.0,,0.0,0,陽台外推；頂樓加蓋；,RPPPMLTJQHJGFDA48DA,65.1,0.0,0.0,無,,,113
文山區,房地(土地+建物),木新路三段５０巷１１弄１２號三樓,26.98,住,,,1130609,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,,105.98,3,2,2,有,無,16250000,153331.0,,0.0,0,陽台外推；其他增建；,RPUOMLPJPHJGFAA08DA,86.59,0.0,9.84,無,,,113
中正區,房地(土地+建物),羅斯福路三段８４巷１２弄１９號三樓,26.5,住,,,1130616,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,75.5,3,2,1,有,無,20050000,265563.0,,0.0,0,陽台外推；其他增建；,RPQNMLOJPHJGFAA47DA,75.5,0.0,0.0,無,1149.0,,113
大安區,建物,永康街３７巷３１號,0.0,,,,1130624,土地0建物1車位0,一層，露台,六層,華廈(10層含以下有電梯),住家用,,131.97,0,0,0,無,無,19500000,147761.0,,0.0,0,交易總價包含臺北市大安區金華段一小段312地號地上權設定權利範圍33.62平方公尺之讓與價款在內；建物坐落地號：金華段一小段312地號；,RPPNMLRKPHJGFFA38EA,131.97,0.0,0.0,有,,,113
中正區,房地(土地+建物),重慶南路二段５９號五樓之４,9.5,住,,,1130611,土地3建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,,66.73,0,1,1,有,有,17580000,263450.0,,0.0,0,其他增建；,RPVNMLSKPHJGFAA48DA,53.92,0.0,0.0,有,1246.0,,113
大安區,房地(土地+建物),通化街１２３巷３６弄１號五樓,21.6,住,,,1130630,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,60.59,2,1,1,有,無,14500000,239313.0,,0.0,0,陽台外推；其他增建；,RPVOMLMJQHJGFFA48DA,44.43,0.0,16.16,無,,,113
南港區,房地(土地+建物),東新街８０巷１１弄２號四樓,31.0,住,,,1130624,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,88.08,3,2,2,有,無,20220000,229564.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPQNMLLJQHJGFDA57DA,77.92,0.0,10.16,無,1416.0,,113
萬華區,房地(土地+建物),西園路二段２６１巷４６弄６號二樓,25.0,住,,,1130610,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,,46.06,1,1,1,有,無,9380000,203647.0,,0.0,0,,RPSNMLLLQHJGFBA77DA,46.06,0.0,0.0,無,1490.0,,113
大安區,房地(土地+建物),和平東路二段９６巷１５弄５之１號六樓,26.13,住,,,1130622,土地1建物1車位0,六層，陽臺,七層,華廈(10層含以下有電梯),住家用,,130.08,4,0,4,有,無,36580000,281212.0,,0.0,0,其他增建；,RPSPMLRJQHJGFFA78DA,118.5,0.0,0.0,有,,,113
大安區,房地(土地+建物),永康街３７巷３３之２號,36.63,住,,,1130513,土地1建物1車位0,三層，露台,六層,華廈(10層含以下有電梯),住家用,,149.45,3,1,1,有,有,38500000,257611.0,,0.0,0,,RPTNMLMLNHJGFFA18EA,149.45,0.0,0.0,有,,,113
文山區,房地(土地+建物),保儀路１０９巷２１弄１０號二樓,28.5,住,,,1130517,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,,91.05,3,2,1,有,無,12350000,135640.0,,0.0,0,,RPOOMLOLNHJGFAA37DA,91.05,0.0,0.0,無,,,113
信義區,房地(土地+建物),和平東路三段３９１巷７弄２６號,20.25,住,,,1130522,土地1建物1車位0,一層，露台,四層,公寓(5樓含以下無電梯),住家用,,59.55,2,2,2,有,無,16800000,282116.0,,0.0,0,,RPSOMLKLOHJGFDA77DA,59.55,0.0,0.0,無,1795.0,,113
中正區,房地(土地+建物),汀州路二段３３９號四樓,15.88,住,,,1130512,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,48.14,2,1,1,有,無,12190000,253220.0,,0.0,0,,RPUNMLLKOHJGFAA57DA,48.14,0.0,0.0,無,1805.0,,113
信義區,房地(土地+建物),和平東路三段３９１巷７弄２８號三樓,20.25,住,,,1130505,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,,59.55,2,2,1,有,無,15200000,255248.0,,0.0,0,陽台外推；,RPSOMLKLNHJGFDA67DA,59.55,0.0,0.0,無,1836.0,,113
松山區,房地(土地+建物),南京東路四段１３３巷７弄８號四樓,38.0,住,,,1130518,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,95.18,3,2,1,有,無,24680000,259298.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPPPMLOJOHJGFDA77DA,95.18,0.0,0.0,無,,,113
南港區,房地(土地+建物),興南街９２號三樓,36.5,住,,,1130526,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,,54.99,3,2,1,有,無,12300000,223677.0,,0.0,0,,RPQNMLKLOHJGFDA47DA,54.99,0.0,0.0,無,,,113
文山區,房地(土地+建物),辛亥路七段６５巷５號二樓,56.43,住,,,1130530,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,,109.94,4,2,2,有,無,17100000,155539.0,,0.0,0,陽台外推；其他增建；,RPPNMLOLOHJGFAA47DA,109.94,0.0,0.0,無,1976.0,,113
中正區,房地(土地+建物),水源路３１巷１３號五樓,13.05,住,,,1130529,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,36.54,1,1,1,有,無,7000000,191571.0,,0.0,0,,RPPNMLMJPHJGFAA27EA,29.61,0.0,6.93,無,,,113
文山區,房地(土地+建物),羅斯福路六段２３２巷１２號四樓,36.0,住,,,1130518,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,95.92,2,2,1,有,無,17000000,177231.0,,0.0,0,,RPPNMLLKPHJGFAA17DA,95.92,0.0,0.0,無,,,113
文山區,房地(土地+建物),興隆路二段１５３巷２弄８號四樓,54.75,住,,,1130508,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,135.24,4,2,2,有,無,25300000,187075.0,,0.0,0,陽台外推；其他增建；具重建或重劃、都更等效益；,RPPOMLNKNHJGFAA27DA,117.05,0.0,18.19,無,,,113
文山區,房地(土地+建物),興隆路三段２５３號五樓,28.24,住,,,1130502,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,109.52,3,1,2,有,無,14900000,136048.0,,0.0,0,,RPSNMLRJPHJGFAA97DA,90.8,0.0,18.72,無,,,113
萬華區,房地(土地+建物),長順街４６巷１５號,52.0,住,,,1130526,土地2建物1車位0,全,二層,透天厝,住家用,,68.56,3,3,1,有,無,18000000,262544.0,,0.0,0,頂樓加蓋；其他增建；,RPWRMLMKPHJGFBA48DA,68.56,0.0,0.0,無,,,113
文山區,房地(土地+建物),興隆路二段３０１巷９弄１０號,50.5,住,,,1130505,土地1建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,,66.56,3,2,1,有,無,18000000,270433.0,,0.0,0,,RPRNMLQKPHJGFAA87DA,66.56,0.0,0.0,無,,,113
南港區,房地(土地+建物),東新街８９巷１弄１６號,21.33,住,,,1130416,土地1建物1車位0,一層，平台,三層,公寓(5樓含以下無電梯),住家用,,52.87,2,1,1,有,無,16500000,312086.0,,0.0,0,其他增建；,RPPOMLKKPHJGFDA57EA,52.87,0.0,0.0,無,2449.0,,113
大安區,房地(土地+建物),泰順街１６巷２０之２號,38.5,住,,,1130428,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,106.04,4,2,1,有,無,34000000,320634.0,,0.0,0,雨遮其他增建；,RPTNMLPKPHJGFFA48DA,106.04,0.0,0.0,無,,,113
文山區,房地(土地+建物),興德路２１巷２號三樓,50.33,住,,,1131022,土地1建物1車位0,三層，陽臺,三層,公寓(5樓含以下無電梯),住家用,,95.98,3,2,2,有,無,8500000,88560.0,,0.0,0,,RPQNMLQJJIJGFAA27EA,95.98,0.0,0.0,無,381.0,,113
